
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Broadcasting to 2 edges...
  [Edge 0] G1 | E1 | Hier-pFedMe | Selected 85/85
  [Client 37] Round 1 | Hier-pFedMe(λ2=35.0) | loss=1.8552
  [Client 11] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2088
  [Client 70] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4742
  [Client 92] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.6895
  [Client 29] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2190
  [Client 85] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2163
  [Client 67] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1931
  [Client 25] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2667
  [Client 74] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.6259
  [Client 19] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.5586
  [Client 82] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2601
  [Client 39] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4036
  [Client 79] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1085
  [Client 72] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2656
  [Client 68] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2926
  [Client 56] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.5489
  [Client 27] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2419
  [Client 15] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3641
  [Client 41] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2237
  [Client 43] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4849
  [Client 65] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.6243
  [Client 88] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1009
  [Client  3] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2018
  [Client 62] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1712
  [Client  2] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1693
  [Client 50] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.7056
  [Client 52] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4950
  [Client 28] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.5612
  [Client 26] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3549
  [Client 97] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2694
  [Client  9] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3015
  [Client 91] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.6460
  [Client 61] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3257
  [Client 35] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4585
  [Client 20] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.5797
  [Client 66] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4228
  [Client 31] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3464
  [Client 93] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.7009
  [Client 78] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1194
  [Client 36] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2521
  [Client 87] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4906
  [Client 89] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4600
  [Client 37] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.6844
  [Client 30] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.5602
  [Client 57] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1864
  [Client  4] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.4147
  [Edge 0] G87 | E1 | loss=0.3653
  [Edge 1] G87 | E1 | Hier-pFedMe | Selected 15/15
  [Client 58] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1451
  [Client 59] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1790
  [Client 22] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1590
  [Client 99] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1489
  [Client 76] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.3753
  [Client 23] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1442
  [Client 81] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1663
  [Client 38] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1658
  [Client 14] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1413
  [Client 63] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2182
  [Client 71] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2117
  [Client 40] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2730
  [Client 95] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1131
  [Client 33] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.2772
  [Client  0] Round 87 | Hier-pFedMe(λ2=35.0) | loss=0.1877
  [Edge 1] G87 | E1 | loss=0.1937
  [Cloud] GM=0.2354 | loss=2.1755 | time=38.7s | comm=4556.2MB (total=396389MB)

[Round  88] Broadcasting to 2 edges...
  [Edge 0] G88 | E1 | Hier-pFedMe | Selected 85/85
  [Client 75] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2980
  [Client 17] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2658
  [Client  4] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3158
  [Client 26] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4361
  [Client 78] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1138
  [Client  7] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1798
  [Client 72] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2436
  [Client 84] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.8441
  [Client 70] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5224
  [Client 43] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5058
  [Client 57] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1357
  [Client 32] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5161
  [Client 82] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3194
  [Client 42] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2031
  [Client 31] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2876
  [Client 61] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4777
  [Client 69] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6015
  [Client 15] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3145
  [Client 64] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2809
  [Client 19] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5981
  [Client 41] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2102
  [Client 85] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2668
  [Client 46] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5118
  [Client 52] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4739
  [Client 91] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6601
  [Client 49] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4643
  [Client 67] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1812
  [Client 27] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2963
  [Client 89] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5001
  [Client 60] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3073
  [Client 12] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1950
  [Client 90] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2370
  [Client  1] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1433
  [Client 34] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4677
  [Client 74] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5934
  [Client 98] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2111
  [Client 96] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0701
  [Client 24] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2284
  [Client 13] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1611
  [Client 94] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6420
  [Client 29] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2332
  [Client 10] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6790
  [Client 45] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0804
  [Client 48] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3299
  [Client  3] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1742
  [Client 21] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0964
  [Client 88] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1176
  [Client 56] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4824
  [Client 79] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0939
  [Client 16] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3344
  [Client 92] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5371
  [Client 53] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1680
  [Client 83] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3811
  [Client 50] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6809
  [Client 73] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2115
  [Client 35] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4805
  [Client 51] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4332
  [Client  8] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2412
  [Client 93] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4961
  [Client 11] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2885
  [Client  6] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2370
  [Client 28] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4744
  [Client 68] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2545
  [Client  9] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3297
  [Client 37] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.7306
  [Client  2] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2885
  [Client 20] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6316
  [Client 77] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0896
  [Client 97] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2513
  [Client 25] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1799
  [Client 47] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.8242
  [Client 55] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2096
  [Client 54] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6731
  [Client 62] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1606
  [Client 44] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5633
  [Client 65] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4539
  [Client 80] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2188
  [Client 87] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5857
  [Client 18] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3360
  [Client  5] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1934
  [Client 30] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.6593
  [Client 86] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2211
  [Client 39] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.5051
  [Client 66] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2433
  [Client 36] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.4059
  [Edge 0] G88 | E1 | loss=0.3593
  [Edge 1] G88 | E1 | Hier-pFedMe | Selected 15/15
  [Client 99] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1825
  [Client  0] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1406
  [Client 81] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1711
  [Client 14] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0957
  [Client 95] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.0837
  [Client 59] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1637
  [Client 40] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3448
  [Client 71] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1563
  [Client 58] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1316
  [Client 38] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1976
  [Client 23] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2063
  [Client 22] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2616
  [Client 33] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.2760
  [Client 76] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.3339
  [Client 63] Round 88 | Hier-pFedMe(λ2=35.0) | loss=0.1538
  [Edge 1] G88 | E1 | loss=0.1933
  [Cloud] GM=0.2170 | loss=2.1572 | time=38.7s | comm=4556.2MB (total=400945MB)

[Round  89] Broadcasting to 2 edges...
  [Edge 0] G89 | E1 | Hier-pFedMe | Selected 85/85
  [Client 48] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2941
  [Client 44] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6630
  [Client 27] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2848
  [Client 50] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7140
  [Client 26] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3308
  [Client 74] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7280
  [Client 84] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7676
  [Client 19] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4893
  [Client 36] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3121
  [Client 54] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6208
  [Client 98] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1984
  [Client 13] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1685
  [Client 75] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3183
  [Client 93] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5957
  [Client 43] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5808
  [Client 42] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2633
  [Client 79] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1149
  [Client 86] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2988
  [Client 60] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3742
  [Client 35] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5370
  [Client  2] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4707
  [Client 57] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1221
  [Client 24] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1963
  [Client 83] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3039
  [Client 68] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2628
  [Client 41] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2385
  [Client 97] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2843
  [Client 91] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6810
  [Client 85] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1469
  [Client 66] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2865
  [Client  1] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1301
  [Client 21] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1356
  [Client  4] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3138
  [Client 89] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5749
  [Client 37] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6202
  [Client 15] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4462
  [Client 34] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5122
  [Client 72] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1915
  [Client  5] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2327
  [Client 30] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5059
  [Client 32] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7270
  [Client 47] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.8070
  [Client  9] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3448
  [Client 62] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1833
  [Client 55] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2631
  [Client 20] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7056
  [Client 88] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1161
  [Client  8] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1978
  [Client 73] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2209
  [Client  6] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1875
  [Client 45] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1002
  [Client 69] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.8727
  [Client 17] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3106
  [Client 82] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2373
  [Client 16] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4132
  [Client 64] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3251
  [Client 56] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4663
  [Client 39] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3966
  [Client 18] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3254
  [Client 61] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3585
  [Client 96] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.0749
  [Client 29] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2196
  [Client 52] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4664
  [Client 67] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1658
  [Client 65] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4356
  [Client 92] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5872
  [Client 70] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5195
  [Client  3] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3134
  [Client 11] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2736
  [Client 12] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2094
  [Client 78] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1095
  [Client 51] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5182
  [Client 31] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1887
  [Client  7] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2122
  [Client 94] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6684
  [Client 28] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.5565
  [Client 80] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2607
  [Client 49] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.4904
  [Client 10] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.7301
  [Client 77] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1207
  [Client 87] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6306
  [Client 53] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2126
  [Client 25] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2258
  [Client 46] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.6730
  [Client 90] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3008
  [Edge 0] G89 | E1 | loss=0.3769
  [Edge 1] G89 | E1 | Hier-pFedMe | Selected 15/15
  [Client 71] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1547
  [Client 22] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1735
  [Client 59] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2322
  [Client 23] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1742
  [Client 38] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1163
  [Client 63] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2074
  [Client 14] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1104
  [Client 33] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3725
  [Client  0] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2453
  [Client 95] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1009
  [Client 81] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2163
  [Client 99] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1032
  [Client 76] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.3154
  [Client 40] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.2452
  [Client 58] Round 89 | Hier-pFedMe(λ2=35.0) | loss=0.1604
  [Edge 1] G89 | E1 | loss=0.1952
  [Cloud] GM=0.2373 | loss=2.1775 | time=38.9s | comm=4556.2MB (total=405501MB)

[Round  90] Broadcasting to 2 edges...
  [Edge 0] G90 | E1 | Hier-pFedMe | Selected 85/85
  [Client 93] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4970
  [Client 56] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5123
  [Client 12] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1578
  [Client 11] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1767
  [Client 48] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3908
  [Client 44] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6948
  [Client 73] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2247
  [Client 74] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6593
  [Client 68] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3020
  [Client 42] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1959
  [Client 54] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6062
  [Client 43] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5488
  [Client 78] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.0858
  [Client 52] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4138
  [Client 13] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1347
  [Client 66] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2516
  [Client 55] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1732
  [Client 32] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4285
  [Client 65] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4612
  [Client 10] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.7807
  [Client 89] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4956
  [Client 67] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2370
  [Client 87] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5782
  [Client 15] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2897
  [Client 16] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4368
  [Client 17] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2543
  [Client 29] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2615
  [Client 84] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.7505
  [Client 46] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5404
  [Client 26] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3910
  [Client 88] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1226
  [Client 82] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3607
  [Client 30] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5178
  [Client 45] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.0864
  [Client 72] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2502
  [Client 60] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2380
  [Client 69] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5715
  [Client 41] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1630
  [Client 79] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.0973
  [Client 21] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.0901
  [Client 20] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6387
  [Client 31] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1874
  [Client 92] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6074
  [Client 50] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.6891
  [Client 80] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2251
  [Client  8] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1600
  [Client 62] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1720
  [Client 70] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4509
  [Client 85] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1930
  [Client 27] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2421
  [Client 36] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2200
  [Client 18] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3899
  [Client  3] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1151
  [Client 39] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4165
  [Client  1] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1696
  [Client 96] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.0802
  [Client  5] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1948
  [Client 91] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.7487
  [Client 61] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3089
  [Client 47] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.8647
  [Client 64] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3086
  [Client 98] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2371
  [Client 83] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2217
  [Client 94] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.5365
  [Client  7] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2057
  [Client  6] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1419
  [Client 77] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1084
  [Client 75] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3034
  [Client 51] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4557
  [Client 53] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.1663
  [Client 90] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.3037
  [Client 35] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.4863
  [Client 97] Round 90 | Hier-pFedMe(λ2=35.0) | loss=0.2461
